What does a person who is considered good known for? Choices: compliments | green thumb | ride horses | contribution to society | wear outrageous clothing
How might someone relieve stress with friends? Choices: hang out at bar | running | drink alcohol | clean house | dream
Where is there typically small unpaved lanes? Choices: city | rural countryside | bowling alley | highway | estonia
The teacher yelled at her students, what prompted her to do that? Choices: answering questions | talk too much | teach children | to start lunch | open boxes
If I want the very best japanese restaurant, I might look in a place with a japanese district, what sort of area is likely to have such a place? Choices: large town | big city | major city | downtown | larger city
John was playing football when he suffered a concussion.  He was really worried about the possible consequences of his sport, but the concussion was less scary than what? Choices: head injuries | having fun | being sick | death | getting hurt
What do two people know to be talking to each other effectively? Choices: opening one's mouth | listening | translator | voice | language
While you're at the store buy beer what happens to your wealth? Choices: relaxation | get arrested | wealth increases | losing money | pleasure
The mother knew her children to be messy, so she always kept extra kleenex in her what? Choices: blow nose | box | wipe nose | purse | pocket
Jim is fiddling in a barn while couples ritualistically circle each other.  What might the couples be doing? Choices: discovery | make music | attacking him | dancing about | square dancing
What is likely to happen to someone involved in a driving accident? Choices: traffic jams | rainbow | injuries | boredom | fatigue
Where is a good place to store water? Choices: toilet | jar | bridge | ocean | boot
Where would most people store their fortune? Choices: imagination | bank | cookie | treasure chest | gold
What prevents someone from buying beer? Choices: relaxation | have no money | spend money | cash | lose money
If people practice groovy moves, what is the end result for them? Choices: dance well | drive better | talk to each other | like ice cream | lower expectations
What is the way that couples like to have fun? Choices: laughter | have sex | crying | spontaneous | enjoy yourself
He used hair styling gel, he kept it where? Choices: tube | outside | store | bathroom | refrigerator
Where do you buy a chess board? Choices: house | retirement community | cabinet | toy store | restaurant
Humans have a number of body parts that serve multiple functions.  Name something that they have an abundance of, and which serves a dual function. Choices: two arms | lay eggs | video game | two eyes | ten fingers
Where might someone in  a waiting room for lost luggage be? Choices: clinic | hospitals | airport | mailroom | doctor's office
Where is a small registry office likely to be located? Choices: court house | city | town | office building | merchant
Where could one find old opera glasses in a glass case? Choices: museum | amazon | compartment or pocket | theater | antique store
Where would be the closest place you would find a piece of literature you own? Choices: under the bed | own home | books and magazines | meeting | public library
Dave didn't mind that Josh was punishing him, because he was experiencing what emotion? Choices: feel sorry for | hatred | feel guilty | retribution | worried
A bus line is an example of a public what? Choices: electromagnetic spectrum | difnner | stanza | add information on spreadsheet | transportation system
While up in the mountains the locals taught him all the tricks of the fingerboard, he learned the basics of playing the what? Choices: violin | banjo | mandolin | guitar | lute
The blowfish was being served at a Michelin starred restaurant, where was this likely happening? Choices: france | japan | atlantic ocean | fish market | books
Where did the group of in crowd guys throw their big party on campus? Choices: fraternity house | neigborhood | ce ebrating mothers birthday | home | friend's house
Where is a great place to display a flower on a table? Choices: vase | shelf | park | garden | windowsill
What does a computer have to do before a program can exist? Choices: write code | executable file | compile | think logically | get frustrated
What do gentleman organize when they need to discuss business? Choices: meeting | club | meditation center | church | clothing
The christian Sunday school teacher gave out a punishment, this happened when the students did what to her orders? Choices: stumble | rebel | disobey | go astray | commit sin
The company just came out with some new buying products! It lets you purchase as much as you want! So what does it help you do? Choices: spending money | bankruptcy | pleasure | debt | shopping
He contacted the skyscraper management and asked for a telephone directory, where was the person he wanted to contact? Choices: library | building | kitchen | phone booth | front desk
At what institution can you learn about a shark, a whale, or a dolphin? Choices: bad movie | pool hall | bathtub | outside | marine museum
Where would one hope to not find a jellyfish? Choices: japanese restaurant | hawaii | pacific ocean | bathtub | salt water
The mailbox is just inside the entrance of what structure containing many homes? Choices: beehive | porch | post office | apartment building | front door
Jane goes out the door to find outside a bright object, what is she looking for? Choices: moon | ground | sun | nature | sky
The only place you'd find a marmoset in what gold rush region would be in a zoo? Choices: in wild | your moms house | burrow | american west | national park
A tributary of a river is a? Choices: creek | pond | lake | inlet | stream
The keyboard instrument took great talent, but he just looked goofy playing it onstage next to the drums and guitar as part of the what? Choices: orchestra | music store | band | eating | piano store
Holding a iron and looking in the distance the idea seemed simple enough to him, he just had to get the ball in the what? Choices: basketball hoop | sporting event | sporting goods store | hole | pool table
The fat man wanted to make a change in his life and make sure it stayed what? Choices: concretely | permanent | remain stable | stagnant | constant
James loves judging things, but all he has to go on is his own what? Choices: misperception | jury | knowing yourself | ignorance | experience
How does someone go about getting in shape? Choices: losing weight | sweat | triangle | good health | exercise
The tourists saw what they thought was a statue, but they soon discovered it was performance art went it began what? Choices: growing mold | moving | accent garden | green | painting
Because of dangers you don't always see shop as an option in what anymore? Choices: downtown area | container | ocean floor | roadway | high school
What can you stick a key in? Choices: pocket | bus depot | front door | purse | roof
She ha money and an extravagant hat, where was she heading to gamble with it all? Choices: race track | casino | bank account | port | supermarket
James was returning to work after a period of sickness.  He was happy to be working because he had suffered from something during his illness.  What did he suffer from? Choices: angst | sobering | boredom | painless | malaise
Both sides were presenting their arguments as fact, this when clearly both were just voicing an what? Choices: opinion | eat cake | untrue | belief | factfile
What tpye of building would you be most likley to hear bells at on Sunday morning? Choices: church | stove | school | reindeer coller | front door
Is there a way for people going into trance to see things that do not exist? Choices: meditate | medicated | confusion | epilepsy | hallucination
Friends and family had been celebrating their marriage all day, but they were alone finally and it was time for some what? Choices: headaches | enjoyment | riots | intimacy | ocean
The time of day when networks air their most popular bad shows is called what time? Choices: true | just | badarse | trashy | prime
Where would you likely find spare address labels? Choices: trash | parcel | junk drawer | envelope | desk drawer
Where can a calendar be purchased normally? Choices: office supply store | desktop | smart phone | wrist watch | date book
James thought that analyzing all the data would help him learn more, but it did not.  It only gave him what? Choices: headache | better understanding | papercuts | enlightened | discovering truth
where does a mouse in new york city live? Choices: sewer | disneyland | cupboard | trap | a mouse condo
What do people who are composers do? Choices: believe in god | beat each other | make music | build houses | complete sentences
Where would a person have a small bookshelf? Choices: bedroom | bathroom | book store | library | furniture store
If you have some excess corn, where would you put it? Choices: silo | storage building | restaurant | pennsylvania | supermarket
If something isn't plain but has adornments, what is it called? Choices: bells and whistles | fancy | exotic | decorative | extravagant
Where are there likely to be high tech computers? Choices: space shuttle | library | post office | internet cafe | mit
What could cause a driving car to stop? Choices: on time | pollution | death | sickness | run out of gas
What southern area not in the US are you  likely to find a marmoset? Choices: latin america | mountains | burrow | home | new hampshire
Debbie noticed that there was a ficus decorating the room while she was getting a perm.  Where was this plant? Choices: arboretum | hair salon | family room | flower garden | in the sink
The tree wanted to grow more, but in the garden why did the roots stop spreading? Choices: affected by weather | wall in | grow tall | burn | hatred
What are people more likely to do when they drink alcohol at a bar? Choices: dance | become inebriated | urinate | sleep at night | socialize
The baby came unexpectedly, what did it do? Choices: died | boy or girl | learn to walk | talk nonsense | arrive early
Where can you find an upright piano in a building that you live in? Choices: band | living room | college | moving truck | house
They had to take the motorway and famous turnpike to get to the even MTV-made famous shore, where were they? Choices: race track | new jersey | usa | england | city
How can you get rid of anger? Choices: write letter | release energy | scream | pass sentence | punch
What will happen to you if your need is met? Choices: unhappy | sufficient | wants | satisfied | unnecessary
James noticed that people who communicate well have fewer problems.  Some people communicate easily with strangers, others need to talk with members of their own groups.  A religion is a type of group.  What do members of a religion have in common? Choices: believe in god | talk to each other | pay bills | learn from each other | believe in ghosts
Where can you get chicken without leaving your car? Choices: eaten | bbq | fast food restaurant | plate | pizza
Pretending is an important developmental step, it shows the child's what? Choices: creativity | free imagination | acting skills | thinking skills | imagining
The door to door salesman asked for the homeowner, but the man didn't what? Choices: cut grass | own home | telephone call | answer telephone call | receive mail
The person looked lustfully into his girlfriend's eyes, what did he want to do? Choices: fight | thank god | sun himself | race against time | express love
John was told to leave the cheese in the cellar for a few years.  Why is that? Choices: strong odor | age well | salad dressing | flavor | age to get better
The water spout wouldn't turn off.  Eventually, what was totally filled? Choices: the kitchen | sink | fountain | access to water | florida
Where might a conductor have a hard time seeing ahead due to darkness? Choices: lead orchestra | orchestra | lead play | opera | subway
She always wanted to live in a brick row house in what foggy country? Choices: city center | england | cheap living | ghetto | jars
Where do families tend to store a lot of boxes? Choices: basement | mail | shoe store | warehouse | cellar
There are many wage gaps being discussed, the most important of which is between the rich and what? Choices: plain | sleepy | poor | idle | needy
Where might you use a bus to get around? Choices: michigan | computer | ocean | new york | city
When you are finished drinking out of a cup and want it clean you use this. Choices: shelf | dishwasher | table | restaurant | paper towel
The rich young people who had just graduated suffered from boredom, being without responsibility they decided to do what before starting jobs? Choices: play games | sleep | smoke | read book | travel
If you smack the animal while your riding a horse what will you do? Choices: fall off | trotting | charged with animal cruelty | falling off | go fast
If you are in your house, where is the sunshine likely to come through? Choices: windowsill | sea | disneyland | curtain | street
He showed his ticket and went straight to the bathroom to get out any pee, he didn't want anything to make him have to get up once he took his seat in the what? Choices: convenience store | friend's house | his house | school | theater
The painter explained how he never achieved a flawless portrait, he said this was because all people are what? Choices: imperfect | disfigured | damaged | flawed | defective
James is driving to work.  He's late and he's going very quickly.  What is he at risk of getting? Choices: boredom | use gas | get to work | diabetes | speeding ticket
The bird took flight by moving its what? Choices: two legs | feathers | entertain yourself | head | two wings
He decided to plant tomatoes in a row, where would this row be? Choices: auditorium | toothrow | vegetable garden | the porch | farmer's field
As the man descended the mountains into the marsh, where was he? Choices: louisiana | florida | everglades | field | low lands
The children had been using television all Saturday morning, their parents made them go outside and play before they all suffered what? Choices: entertained | visual | boredom | eye strain | laziness boredom
They were a culture of peace, but they still had competitions where the men were always what? Choices: turmoil | fighting | physical altercation | war | hostility
Louisiana was a confederate state in the what? Choices: deep south | united states | 98 of world's crayfish | revolutionary war | gulf states
What could describe accidents but not weddings? Choices: happen to people | happen suddenly | happen anytime | happen anywhere | hurt people
Where is a crab likely to enjoy it's food? Choices: fish market | chinese market | delicious meal | tidal flats | crabcakes
If I am looking for specialized medical consultation, where do I tend to travel? Choices: vermont | every state | detroit | major city | urban area
They prided themselves on being a wealth of knowledge, and that's why many chose to attend their what? Choices: book store | university | meeting | class | encyclopedia
Animals suffer from some of the same things man does, it isn't uncommon for a pet to what? Choices: bathe | copulate | lick on face | die of cancer | bite
What must one be careful about when learning about science? Choices: become educated | frustration | accidents | smiles | basketball
Where could a human get an outfit, makeup, and eat lunch all at the same place? Choices: good mood | greek tragedy | workplace | shopping mall | homes
How do people see the sky? Choices: place on earth | photo | atmosphere | beautiful | looking up
If you need to go on stage but the stage is elevated you must do what? Choices: have talent | climb stairs | in play | crawl | teach
What is a staple of the manufacturing industry? Choices: factory | civilization | money | machinery | big city
What do you receive a new credit card in? Choices: wallet | resturant | wallet | envelope | purse
They made their way down the motorway to watch some car drive in circles, where were they going? Choices: indiana | new jersey | england | race track | patina
The spirit saw other like beings wandering aimlessly, where was it likely to be? Choices: human being | bar | haunted saloon | graveyard | haunted house
The couple decided the new shades didn't match the old wall color, where did they go next? Choices: forest | paint store | house | neighbor's house | windows
What is a good description of the sloth's native habitat? Choices: basement | universe | amazonia | forest | tropical jungle
A monkey ran through La Defense with classified documents, who was chasing it? Choices: monkey | rain forest | captivity | madagascar | french government
What could snoring cause in rare cases? Choices: complaining | an upset partner | disturbed sleep | loud noise | death
The shark was navigating across from the African coast to New York, where was it? Choices: bathtub | seawater | atlantic ocean | saltwater | sea world
The planned sky scraper was still years away from completion, but excavation had begun where? Choices: cemetary | mountain | desert | construction site | archeological site
Why would someone think about getting wet in the summer? Choices: cool off | to have fun | shrinkage | shrinking | get cold
Where would you get an apple that you already bought? Choices: greengrocer | in your grocery bag | fridge | refrigerator | grocery store
If you are cleaning house, what will happen to it? Choices: neatness | exhaustion | sneezing | order | clutter
James thought that he was original, but really his story was exactly like many others.   Sarah didn't want to hurt his feelings so she didn't say anything.  What might she have done while listening? Choices: remake | copy | simile | derivative | reproduction
A cat can't talk, but a cat can what? Choices: sleep all day | meow | shed fur | see king | live many years
The ability to remember things is a sign of what? Choices: neuronal network | memories | intelligence | recall | learning about
James worked at a Kosher Deli in a Jewish  neighborhood in the same city where his grandparents came over from Europe in the 40s. He could see the big green torch from his bedroom.  Where might he live? Choices: jerusalem | miami | food court | town | new york city
He was in a rush and forgot his socks, what did he double check before leaving the hotel? Choices: bed | shoes | suitcase | his pockets | sporting goods store
In America, the courthouse of any given town has a likely location, where is it? Choices: electrical circuit | getting married | capital city | center of town | michigan
Football fans were storming the ticket booth, where were they? Choices: at a | movie theatre | clerk | metro station | sports arena
Where could a wheel be produced? Choices: boat | truck shop | auto parts store | michigan | bicycle shop
What do you need to put in to achieve having fun after a long day? Choices: snuggle | kiss | effort | relaxing | activity
You think of lower areas when it comes to a valley, but they're usually just a lower spot in a what? Choices: continent | west virginia | peak | mountainous region | hilly area
You have to spend money at a ticket booth before entering what building for entertainment? Choices: movie theater | venue | mall | clerk | auditorium
What can happen if you're too worn out before going to opera? Choices: jump | fresh | fall asleep | headache | relaxation
When visiting a museum, what might a child experience? Choices: crowding | wonder | being bored | fear | sore feet
What did the innocent man feel after he was accused of committing murder? Choices: fear | great sorrow | die | guilty | own death
From where can you learn the anatomy of a blowfish? Choices: atlantic ocean | france | fish market | books | sushi restaurant
Where could you find an apple tree? Choices: bloom | washington state | new hampshire | around water | sunshine
What dwelling might one take a bowl to after buying it? Choices: restaurant | grave yard | apartment | cupboard | refrigerator
When traveling, where is someone most likely to find mirrors on the ceiling? Choices: car | at hotel | bedroom | dressing room | a bar
What will be created after an excavation is finished? Choices: montana | work area | city | quarry | truck
Where is a city hall building likely to be? Choices: urban area | town | rooms | area | office
We all eventually die, even though we usually what? Choices: seek help | write will | wish we could | never want | go to hell
What does a person do when something is arriving at an undisclosed time? Choices: washing dishes | wait patiently | stand erect | cross street | waiting room
Akron must have at least one dance club in what state? Choices: michigan | ohio | united states | texas | downtown area
Inside what structure do you normally take a bath? Choices: room that is upstairs | own home | hotel room | house | found in house
John knew that the snake probably wasn't real because he lived in the Midwest, and anacondas live in what regions? Choices: nightmare | wyoming | tropics | ditch | pet shops
The hobbit was timid in front of the dragon, but what did he have to be to get the gold? Choices: mean | aggressive | bellicose | reckless | dauntless
What could a gentleman be watching? Choices: europe | game | movie | university | suit
What could someone who give assistance help someone else to be? Choices: prepared | assistant | helpful | listen | help one
What happens to most living things after death but not to mummies? Choices: rebirth | last forever | sadness | burial | decomposition
John was in a ship.  It began taking water.  He was worried because the ship might do what? Choices: sink | glass | fly | ocean | surface of earth
The side chair was always kept dry, where was it located compared to the lawn chair? Choices: office | table | library | falling down | building
What would you be unable to do if you are bathing and your hands are wet? Choices: dry skin | slip and fall | read a book | using soap | reading newspaper
If someone was in much pain they may need medicine, they would probably go where? Choices: pharmacy or medicine cabinet | hospital | bathroom | jar | mug
James enjoys socializing with people, but sometimes he hates the what? Choices: having fun | jealousy | love | conflicts | friendships
As everybody at the table began to twirl noodles she mentioned that wine was he secret ingredient in the what? Choices: liquor store | church | museum | spaghetti sauce | art show
Where is the best place to get cheese? Choices: the moon | fridge | market | pizza | refrigerator
Loraine didn't like drinking alcohol. She didn't get a buzz from it.  What might she have experienced when drinking? Choices: intoxication | toxicity | getting laid | sickness | nausea
A projectile ball is in what after being launched? Choices: catapult | motion | flintlock | arcade | tennis court
She was very saddened about the condition of the person, it was who she most what? Choices: own house | care about | basement | know everything | spare time
If you are playing basketball for a long period of time, what is likely to cover your shirt? Choices: make baskets | dribbling | sweat | fall down | work together
A divider is used to create cubicles in what space? Choices: notebook | kitchen | office suite | living room | math class
Billy was cogitating the situation, but soon he would have to come to what? Choices: decision | enlightenment | new thoughts | headaches | annurism
She wants authentic barbecue while visiting southeast Michigan, where should she look? Choices: retail store | garage | australia | park | detroit
The drugged college kid was pondering life, he felt like he was in a big what? Choices: nightmare | void | coma | death | swamplife
Where must a car park be? Choices: city | shopping centre | downtown | outside | city center
Where would you find a spare pillowcase in a house? Choices: bedroom | linen closet | coverning pillow | bathroom | linen cupboard
Where could you see a bone? Choices: museum | vertebrates | cow | texas | arm
Where can you commonly find spirits within a house? Choices: human being | cemetary | haunted house | medium | liquor cabinet
If you're late getting to work, what is something you experience? Choices: promotions | malaise | bad mood | upset | stress
What should be done with old newspapers? Choices: written on paper | informative but often biased | delivered | recycled | printed on paper
She had seen over 50 marble fountains that day, where was she? Choices: lenin's crypt | front of casino | rome | public place | city
The game allowed you to take turns, one player would attack while the other would what? Choices: block | defend | surrender | retreat | cease fire
What do animals and humans have in common? Choices: bones | tails | bodies | horns | fur coat
From what country is the fox? Choices: rural area | england | mountains | hen house | united states
What can be done with a product on a table? Choices: apartment | demonstration | tablecloth | dining room | furniture store
The soldiers were on the run and in danger, they entered a building to hold up but first they had to make sure it was what? Choices: full of people | safety | lie | secure | being safe
The trees formed a forest, what did they do? Choices: stand together | branch out | it will give rain | produce fruit | grow bigger
where do women throw loose credit cards? Choices: envelope | help person track expenses | floor | wallet | purse
Where would a brave squirrel be found? Choices: street | forest | tree | yard | park
The tennis court suffered from fraternity pranks, where was it located? Choices: college campus | michigan | health club | wimbledon | town
If you have a small dog it is good to have what? Choices: backyard | own home | basket | front yard | dog show
The news held a forum on who people would choose, they had a group that was what? Choices: undecided | reject | predetermination | force | blank
Where is a good place to keep a shoe? Choices: left foot | wedding | closet | shoebox | house
What would you put on your foot first before anything else? Choices: fungus | shoe | grave | table | sock
When they discovered horses, what did Native Americans do with the plains landscape? Choices: ocean | dominated | raised on farms | play | eat grass
The athlete was competing in a race and saw the finish line, what did he feel as a result? Choices: strength | increased effort | vain thoughts | adrenaline rush | winning or losing
The factory made all sorts of specialized toys; AK47's, MiGs, anything having to do with what? Choices: free trade zones | russia | industrial park | napoleon | workers
Farmers will plant an apple tree because they do what? Choices: bud | state park | provide shelter | back yard | produce fruit
Where would you be unlikely to find more than one steak house? Choices: nebraska | utah | new york | city | strip mall
Where would a person go for a wound that is urgent? Choices: battle | hurt | emergency room | injured person | hospital
Which country is very known to have a mine and explosion problem? Choices: pennsylvania | mountain | cambodia | desert | canada
If a frog has to travel a short distance on land it will do what? Choices: walk | jump several feet | swim | hop | leap
A person achieved success and was what by his peers? Choices: critical thinking | congratulated | kick him | equal opportunity | own house
The chain kept coming off of Bill's bike.  Because of this, you couldn't use what? Choices: gear shift | wheels | garage | hardware store | motorbike
When a kid is ready for school, what do admissions counselors say about him? Choices: student | leave home | register | see work | old enough
She had learned how to make bread that was quite good, she had finished a new loaf and now all there was left to do was to what? Choices: fresher | tastes better than storebought | eat bread | i'm hungry | throw it away
What does someone do before they travel to work? Choices: wake up | have job | message the boss | get ready | take bus
Visiting museum was eerie and weird to him, he hated the stillness of it and having to only what? Choices: look at things | appriciation | take pictures | cry | whisper
What picture would have the Atlantic Ocean on it? Choices: planet | history books | western hemisphere | atlas | underwater creatures
If you learn something about a person that you're talking to, what is it called? Choices: communication | getting acquainted | listening to | revelation | conversation
When you have fun by doing many things that are planned, you are? Choices: do like | happy | spontaneous | work less | do enjoy
Why might someone think killing is justified? Choices: pleasure | punishment | pleasure | dies | investigation
James was hunted for stabbing someone to death.  He was afraid that he would be forced to serve what? Choices: knife wounds | law suit | llaughing | mess | jail time
Where is it especially important to keep a dry, clean floor? Choices: bed | restaurant | synagogue | wedding | all buildings
John needed to escape.  He hadn't expected that because he was a  solid runt.  What is he scared off? Choices: be imprisoned | being trapped | captured | stay in | being caught
James loved climbing.  What emotion might he feel from heights? Choices: exhaustion | exhilaration | falling down | nervousness | vertigo
Where do you get your teeth drill? Choices: garage | army | basement | dentist office | repair shop
If you got a job as an undercover shopper you would buy products, then after doing a review you would what? Choices: compare prices | get money | save money | pay money | eat chicken
If you're using a trash can in the downtown district of a city, where may you be? Choices: water cooler | office | alley | walmart | park
Curiosity drove the archaeologist, more that the objects themselves he was always looking to what? Choices: make money | go somewhere | design software | find truth | use television
Billy wanted to have rest because he needed to do what? Choices: go to bed | eat fish | relax | get tired | lie down
A cube has a top, bottom, two sides and what else? Choices: corner | in between | center | front back | one side
What does a person do if they want to appear authroitative? Choices: stand erect | washing dishes | catch cold | bow to people | wait patiently
What happens when I make a pig of myself eating breakfast? Choices: full stomach | gain energy | dieting | have energy | feeling satisfied
What does every human want with someone else? Choices: healthy relationship | wet suit | moving car | school | fight
The evening was supposed to be cold, but it was warm when? Choices: night | afternoon | day time | desert | early morning
Where can someone enjoy ice cream in the dark? Choices: party | bedroom | movie | freezer | disneyland
What public house might you expect to hear someone play the harp? Choices: music shop | auditorium | ochestra | concert hall | irish bar
I feel like going to a city with lots of fast food chains, where should I visit? Choices: fast food restaurant | seaside | germany | county | united states
When he won the dance competition he immediately praised his what? Choices: moving | am happy | talent | partner | sitting still
If one is eating healthier and exercising what is likely to happen? Choices: get in shape | tiredness | sweat | diet | weight loss
What do you do when you pray, even if you are paralyzed? Choices: go to church | speak to god | praise god | kneel | sincere
What is an object that is not used in a common room likely to be? Choices: irregular | elite | rare | special | personal
Where could you find hundreds of thousands of mailbox? Choices: porch | hardware store | front yard | diner | downtown area
Where might you need to visit a registry office before entering? Choices: city | court house | chapel | town | office building
Helium, magnesium, and sulfur are likely to be found where in a school? Choices: chemistry lab | atmosphere | air | supply closet | laboratory
James went into his office at city hall.  What type of building is this? Choices: skyscraper | public building | tall building | work | a house
Where would you put a candle if you wanted it on a wall? Choices: shelf | birthday cake | church | floor | dark
What does a town make up a small part of? Choices: rural areas | city | countryside | train station | state
The building was ready for flooring, and that's where the flooring who came in to the picture? Choices: builders | architect | target | tornado | tradesmen
Which side of Africa is the Indian Ocean on? Choices: earth | west | asia | east | southern hemisphere
The group was great at communicating, their quality worked showed how well their what went? Choices: progress | collaboration | static | coup | confusion
What will you do if you do not turn and you do not move either? Choices: twist | going straight | twist | stand still | go straight
Where can you find millions of apartment? Choices: michigan | inside the house | town | avoid buying | budget
What could guns do which could be illegal? Choices: distract police from a r3al crime. | take life | misfire | arm robbers | break
What are all living things that have at least one nerve called? Choices: person's body | brainstem | organism | turtles | fingertips
People are meeting people, what is the likely physical gesture? Choices: introducing yourself | smiling | shake hands | share a hug | talking
Where can you look up a number to a business when you don't have electricity? Choices: power grid | equation | telephone book | math problem | roulette wheel
Like all mammals, cats smell with what? Choices: eyes | four legs | litter of kittens | tail | nose
A lot of people who wrestle are very? Choices: train yourself | have strength | choke hold | strong | take lessons
Billy was smart but inexperienced.  In many ways he was what? Choices: garish | bright | ignorant | make invisible | backward
In a barbershop, what is the most important tool the barber uses? Choices: commercial area | razor | water | city | scissors
The man loved to fish bass, to be happy all he needed was a boat, his equipment, and a what? Choices: river | freshwater lake | sunshine | music store | live in ponds
The person was trying to describe what makes a good movie, he liked all the little what? Choices: mice | go home | details | witty | headache
Who keeps their car in a parking area? Choices: apartment complex | school yard | people | amusement park | apartment building
A battleship is a powerful vessel.  If you need something similar but faster, what would you use? Choices: yatch | corvette | aircraft carrier | destroyer | patrol boat
She loved the music so much, how did she describe it? Choices: silent | express emotion | beautifull | irritate | quiet mind
The toilet were somewhat built into the suits of the zero gravity travelers on the what? Choices: aircraft | space shuttle | stadium | restaurant | bathroom
What could cause you to not be sleeping well? Choices: being at a party | relaxation | have fun | death | nightmares
Sarah wasn't a good person. She was always away, always busy, never there.  Her wife wanted her to be more what? Choices: available | come back | closer | stay here | pay debts
The small dog had died and, the family treasured him a lot, where did they decide to place it? Choices: coffin | denmark | bucket | basket | new hampshire
He had chosen to live a fulfilling life, he was content in the end and died with no regrets as he took his last what? Choices: read book | go to school | breathing | breathe | journey
A continent is a large area of land, but the globe is mostly covered by an what? Choices: ocean | australia | asia | continent | island
When camping a home base is what? Choices: camping in the to and acid is it is not suitable | likeable | desirable | admirable | top
As the fox ran into the forest it disappeared into the what? Choices: nantucket | barn | northern hemisphere | hen house | undergrowth
Sam and June bought loose corn because it was less expensive than what other variety? Choices: footloose | bound | packaged | cobbed | compact
John lives in a farhouse well away from anyone. He doesn't farm himself, the farm shut down long ago.  How would you describe the area where he lives? Choices: farming community | rural area | cow's shed | michigan | housing farmer and family
Why do people participate in exercising? Choices: tiredness | exhaustion | get sick | become stronger | use energy
What about you will decrease after you exercise for many months? Choices: work out | blood | expend energy | stretch | weigh
What is someone who enjoys to give assistance likely to do? Choices: helpful | prepared | help one | willing to help | go home
If I am communication, what is my chief motive for doing so? Choices: distributed information | conductor | people to think | sharing of knowledge | confusion
She had worked hard her whole life saving money, featuring her dream entrance hall she bought a new what? Choices: hat rack | school | large home | palace | gateway
The friends gathered around the table to play cards and what? Choices: drink | have fun | remember | bored | good at
Saul is writting a program and has been told that another team has been working on added functionality.  He's not sure hot the other team's work will impact his. What does his bosses want him to do with the new code? Choices: detail | loop | need to integrate | unexpected results | satisfaction
WHat could prevent someone from the ability to buy a house? Choices: bargain | pay for | settle down | lose money | too far away
What will someone do in the house in the evening because of being hungry? Choices: make bread | have lunch | eat in restaurant | cook dinner | school
What can an injury cause that is messy? Choices: cause bleeding | become infected | distress | cause death | hurts
Professionals are playing tennis for money, where are they likely? Choices: wimbledon | college campus | country club | health club | outside
If you're typing for a long time, what's a sign you should take a break? Choices: pain | carpal tunnel syndrome | letter | thirst | printed word
Where are trees likely to line a road? Choices: countryside | state park | forest | garden | yard
What is someone having a hard time learning abut science likely to experience? Choices: smiles | frustration | accidents | become happy | experiment
If you are prescribed an antibiotic by your doctor, where would you go to get it? Choices: doctor | prescribed | pharmacy | medicine cabinet | capsule
John refused to sleep because of Freddy.   Nothing can hurt you as long as you do what? Choices: vacuuming | being awake | wakefulness | stay awake | entertainment
Many grains of sand together form what? Choices: eye | bathing suit | sand pile | clam | create pearl
John walked into the courtyard of a famous palace.  Where might he be? Choices: spain | versailles | courtroom | office complex | lawn
Animals do what from birth to death? Choices: fight each other | need to eat | drink water | live lives | feel pain
The employee was stocking product, where did he put it? Choices: display case | demonstration | market | store | shelf
Where can you take your automobile to go as fast as you can? Choices: garage | parkling lot | freeway | racetrack | side of road
What is a place that has only one ceiling and which could be on ground level? Choices: house | building | loft | classroom | airplane
What could happen if something surprising happens while you are driving? Choices: faint | accidents | frightened | laughter | funny
What is the result of reaching a tentative agreement? Choices: communicate with | settlement | shake hands | celebration | part ways
What else might one feel when hurting? Choices: death | feel sad | more hurt | punishment | accident
If diamonds are not free nor cheap, what are they? Choices: enslaved | free with coupon. | expensive | paid for | imprisoned
When making a chicken salad, how is the chicken made to be in smaller pieces? Choices: baked in oven | chopped | bought at store | cooked by grilling | eaten
What do you need to do to keep a surprise party a surprise? Choices: keep secret | laugh | enjoy | scare | send flowers
What do humans have that is different than most animals? Choices: brains | fur | one mouth | two legs | two feet
Fighting inflation means being aware of many things, such as what with loans? Choices: not noticeable | loss of money | economic instability | rising interest rates | problems
The scientist sought endangered toucans in the forest, where was he looking? Choices: temperate zone | south america | countryside | africa | earth
What is an effect of playing football too carelessly? Choices: satisfaction | competitiveness | learning | making new friends | injuries
Where would you get a dog if you do not have one? Choices: pet store | outside | neighbor's house | park | rug
Why does the guy try cashing in his check? Choices: extra money | get paid | great joy | quitting | profit
Where could you find passengers that are planning to travel to another continent? Choices: car | bus depot | bus stop | library | airport
Where might a person store an antibiotic to keep it out of the reach of children? Choices: stomach | pharmacy | prescribed | medicine cabinet | capsule
When you shake a can of spray paint you'll hear a bead do what? Choices: nod | stay still | rattle | be still | stir
The glass bottle ha a symbol on the bottom.  This symbol told customers what about the bottle? Choices: combustible | dirty | clear | very fragile | recyclable
George wanted to go home.  He was sick and tired of his what? Choices: outside | charming | city or town | vacation | apartment
What would you be doing if you are having lunch? Choices: eating | hunger | burp | laughing | food
Where does a plane go when it has reached its destination? Choices: air | eat | sky | runway | fall
Where are you likely to to find a marmot other than the zoo? Choices: wilderness | south america | jungle | in its den. | new zealand
What would be a cheap way for a medieval family to satisfy their hunger? Choices: go to the store | make bread | bring home fish | go to market | eat hamburger
What is the difference between one having solidity? Choices: openness | fluidity | hollowness | weakness | instability
Where do you originally get kleenex from? Choices: wipe nose | blow nose | box | purse | pocket
